QTR,SCORE DIFF. (O),SITUATION (O),DRIVE #,DRIVE PLAY #,1ST DN #,DN,DIST,D&D,YARD LN,Field Zone,HASH,OFF TEAM,PERS,OFF FORM,BACKF SET,MOTION,PROTECTION,OFF PLAY,PLAY CATEGORY,RESULT,PLAY TYPE,PRE-SNAP READ,POST-SNAP READ,ZONE THROWN,GN/LS,DEF TEAM,DEF PERSONNEL,DEF FRONT,STUNT,BLITZ,NBR,COVERAGE,DEF ADJ
4,-15,2 MIN,16,3,1,1,10,1&10,-31,Coming Out (-20 to -39),L,CONU,15,32 WIDE BUNCH ST,G0,2S ZOOM,60 SOLID,"NASCAR, JONES",DROPBACK,Sack,Pass,,,,-11,MCGILL,30,BANDIT,,,3,SNIFF ROB,
4,-7,,12,2,0,2,7,2&7+,-38,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SOLID,"Z-VIRGINIA, CHOPPER",DROPBACK,Sack,Pass,,,,-4,UDM,40,EVEN,TACO,,4,44 DC,
4,5,,15,2,0,2,7,2&7+,-38,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SOLID,AUBURN,DROPBACK,Complete,Pass,,,HOOK WK,11,SHER,NICKEL 40,STETSON JET,,,7,0,
1,-7,,3,3,2,1,10,1&10,-30,Coming Out (-20 to -39),L,CONU,15,32,G0,,PA 60,"HOSS, JONES",PA POCKET,Complete,Pass,,,DEEP 1/3 WK,43,UDM,40,TRIO,2 CHASE,,5M,1,
1,0,OPENERS 1ST,1,3,1,2,7,2&7+,-34,Coming Out (-20 to -39),R,CONU,15,32,G0,1W ZIP,60 SLIDE STR,"FLORIDA TRADE, TWIX",QUICK,Complete,Pass,,,CURL ST,-4,MCGILL,30,BANDIT,,JET,4,ROTATE,
3,-11,OPENERS 2ND,12,3,1,1,10,1&10,39,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,"2W JET, T SCAT ST, 3S EDGE",,JET SWEEP ST,RUN,,Run,,,,-1,MCGILL,40,GAP,SCREAM,,4,SNIFF,
4,-6,,12,4,2,1,10,1&10,-30,Coming Out (-20 to -39),R,CONU,15,32,G0,,50 SOLID,CHOPPER,DROPBACK,Complete,Pass,,,FLAT WK,3,UDM,40,EVEN,"NQ, TAR",,4,44 DC,
2,-14,,5,1,0,0,10,0&10,-29,Coming Out (-20 to -39),L,CONU,15,41,G0,,,OZ ST,RUN,Rush,Run,,,,-4,LVL,40,STRONG,PIRATE,,4,MATCH,
2,3,,6,1,0,0,10,0&10,-29,Coming Out (-20 to -39),R,CONU,15,32,G0,,,G LEAD WK,RUN,,Run,HOTEL ST (# & LEVERAGE),,,4,MCGILL,40,GAP SWITCH,,,4,TUFF,
3,-3,OPENERS 2ND,11,1,0,0,10,0&10,-46,Open Field (-40 to 40),R,CONU,15,32,G0,,,G LEAD ST OPT ESSO,RPO,,Run,,,,5,MCGILL,40,GAP SWITCH,,,4,ROCKSTAR,
4,-6,,12,5,2,2,7,2&7+,-33,Coming Out (-20 to -39),R,CONU,15,32,G0,,50 SOLID,CHOPPER R-VIRGINIA W-UNDER,DROPBACK,Incomplete,Pass,,,SWING ST,0,UDM,40,TRIO,"CHILI, CHASE STR",,5M,10,
3,-3,OPENERS 2ND,11,2,0,2,5,2&3-6,-51,Open Field (-40 to 40),R,CONU,15,32,G0,2W REACH,,IZ ST OPT SEATTLE,RPO,Incomplete,Pass,HOTEL ST (# & LEVERAGE),,CURL WK,0,MCGILL,40,OUT,"TAR, KNIFE",,4,GREEN CUTTER,
1,0,OPENERS 1ST,1,2,1,1,10,1&10,-30,Coming Out (-20 to -39),L,CONU,15,32,G0,"2W JET, T SCAT WK",,JET PINNER ST,RUN,Rush,Run,MIAMI WK (#),,,3,LVL,40,STRONG,,,4,MATCH,
1,0,OPENERS 1ST,1,3,1,2,7,2&7+,-33,Coming Out (-20 to -39),R,CONU,15,41,GS,,60 SOLID,"FLORIDA TRADE, RACE",DROPBACK,Sack,Pass,,,,-6,LVL,40,STRONG,,,4,MATCH,
1,0,OPENERS 1ST,1,1,0,0,10,0&10,-27,Coming Out (-20 to -39),R,CONU,15,32 TO 41,G0,4S REACH,,IZ BEND WK,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,7,UDM,40,BANDIT,,,4,44,
4,-9,,11,1,0,0,10,0&10,-27,Coming Out (-20 to -39),R,CONU,15,32,G0,,PA 60,"HOSS, JONES",PA POCKET,Complete,Pass,,,CURL WK,9,UDM,40,EVEN,SMACK,,5M,43,
3,-11,OPENERS 2ND,12,2,0,2,5,2&3-6,49,Open Field (-40 to 40),L,CONU,15,32,G0,,60 SLIDE STR,"FLORIDA TRADE, JONES",QUICK,Complete,Pass,,,CURL ST,10,MCGILL,40,IN,ST BANG,,4,ROTATE,
3,-11,OPENERS 2ND,12,4,1,2,11,2&7+,40,Open Field (-40 to 40),L,CONU,15,32,G0,FREEZE,60 SOLID,"JONES R-UNDER, APACHE",DROPBACK,Incomplete,Pass,,,HOOK WK,0,MCGILL,30,BANDIT,,,3,SNIFF ROB,
2,-21,,7,4,2,1,10,1&10,-30,Coming Out (-20 to -39),L,CONU,15,41,G0,4S BEND,,IZ BEND ST OPT SEATTLE,RPO,Rush,Run,,,,12,LVL,40,STRONG,"ATTACK, CHASE WK",,5M,MATCH,
3,-18,,13,4,2,1,10,1&10,54,Open Field (-40 to 40),R,CONU,15,32,G0,,,OZ WK,RUN,,Run,BUBBLE SCREEN ST (#),,,-4,MCGILL,40,CB DEEP,RUN/ATTACK,,5M,BLACK,
1,-14,,4,1,0,0,10,0&10,-26,Coming Out (-20 to -39),R,CONU,15,32,G0,2W BLAST,,IZ LOCK WK BLAST,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,31,LVL,40,OUT,,MOW,6,0,
2,-28,2 MIN,8,3,1,1,10,1&10,-30,Coming Out (-20 to -39),R,CONU,15,32,G0,,PA 60,"NASCAR, COD TRADE",PA POCKET,Incomplete,Pass,,,FLAT ST,0,LVL,NICKEL 30,STETSON JET,,,3,45,
1,-7,,2,3,1,1,10,1&10,-29,Coming Out (-20 to -39),R,CONU,15,41 WIDE BUNCH ST,G0,,60 SLIDE WK,"FLORIDA TRUCK, HOTEL PUMP",DROPBACK,Incomplete,Pass,,,DEEP 1/3 WK,0,LVL,40,WEAK,,,4,35,
1,0,OPENERS 1ST,1,1,0,0,10,0&10,-24,Coming Out (-20 to -39),R,CONU,15,32,G0,,PA 60,HOTEL X-DIG,PA POCKET,Sack,Run,,,,-4,UDM,40,STETSON,,SAW,5S,1,
2,-3,,4,2,0,2,8,2&7+,-37,Coming Out (-20 to -39),L,CONU,15,32 WIDE BUNCH ST,G0,,PA 60,"SQUIRE R-GO, AUBURN",PA POCKET,Complete,Pass,,,CURL ST,14,UDM,40,EVEN,,,4,44 WC,
2,-3,2 MIN,10,1,0,0,10,0&10,-24,Coming Out (-20 to -39),R,CONU,15,32,GS,,60 SOLID,HOTEL,QUICK,Complete,Pass,,,CURL ST,6,MCGILL,30,BANDIT WIDE,,,3,PIPES,
4,-2,2 MIN,13,2,1,1,10,1&10,-28,Coming Out (-20 to -39),R,CONU,15,32,GW,,60 SOLID,"AUBURN, MIAMI",QUICK,Complete,Pass,,,CURL WK,5,UDM,40,TRIO,DBL CHASE ACROSS,,5M,43,
4,-2,2 MIN,16,1,0,0,10,0&10,-23,Coming Out (-20 to -39),R,CONU,15,23,GS,,60 SLIDE WK,AUBURN,DROPBACK,Complete,Pass,,,HOOK WK,35,SHER,NICKEL 30,STETSON,,,3,PREVENT,
1,0,,2,1,0,0,10,0&10,-23,Coming Out (-20 to -39),R,CONU,15,32,G0,"FREEZE, 2W REACH",,IZ ST OPT SEATTLE,RPO,Rush,Run,,,,2,UDM,40,BANDIT,,SAW,5S,43,
1,0,,2,2,0,2,8,2&7+,-25,Coming Out (-20 to -39),R,CONU,15,32,GW,1W ZIPPER,60 SLIDE STR,"FLORIDA TRADE, TWIX",QUICK,Incomplete,Pass,QB AUDIBLE VS STING,,HOOK ST,0,UDM,40,TRIO JET,,SAW,5M,2,
1,-7,,2,1,0,0,10,0&10,-22,Coming Out (-20 to -39),R,CONU,15,23,G0,1W 1S ZIPPER,60 SOLID,"HANK, FLORIDA SWITCH",QUICK,Complete,Pass,,,FLAT WK,9,LVL,40,WEAK,,,4,MATCH,
1,0,,2,1,0,0,10,0&10,-21,Coming Out (-20 to -39),R,CONU,15,32,G0,,PA 60,"HOSS, JONES",PA POCKET,Complete,Pass,,,DEEP 1/3 WK,29,UDM,40,TRIO,STRIP,,5M,1,
2,-4,,5,1,0,0,10,0&10,-21,Coming Out (-20 to -39),R,CONU,15,32,G0,1W ZIP,,IZ LOCK ST OPT MIAMI,RPO,Rush,Run,,,,-2,UDM,40,EVEN,WHACK,,5M,64,
4,-6,,12,3,1,2,8,2&7+,-21,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SOLID,"NASCAR Y-DIG, CADBURY",DROPBACK,Penalty,Pass,,,,10,UDM,40,EVEN,"NQ, TAR",,4,44 DC,
3,-18,,13,6,2,2,19,2&7+,-47,Open Field (-40 to 40),R,CONU,15,32,G0,,60 SCREEN WK,SLIP SCREEN WK,SCREEN/DRAW,Complete,Pass,,,MID SCR,7,MCGILL,30,BANDIT,,,3,HALO,
3,-11,OPENERS 2ND,12,1,0,0,10,0&10,54,Open Field (-40 to 40),L,CONU,15,32,G0,2W REACH,,G LEAD ST OPT SEATTLE,RPO,,Run,HOTEL ST (# & LEVERAGE),,,5,MCGILL,40,IN,WK BANG,,4,DEUCES,
1,0,OPENERS 1ST,1,1,0,0,10,0&10,-20,Coming Out (-20 to -39),R,CONU,15,32,G0,2W BOMBER,PA 70,"SILVA, SEATTLE PUMP",DROPBACK,Penalty,Pass,,,DEEP 1/3 WK,11,MCGILL,40,IN,WEAK BANG,,4,DEUCES,
2,-18,,8,1,0,0,10,0&10,-20,Coming Out (-20 to -39),L,CONU,15,32,G0,,PA 60,IZ ST READ JONES,RPO,Penalty,Pass,,,DEEP 1/3 WK,15,MCGILL,30,BANDIT,,SAW,5S,HOLD,
4,-6,,11,3,1,1,10,1&10,-25,Coming Out (-20 to -39),L,CONU,15,32,G0,,50 SOLID,"Z-VIRGINIA, CADBURY T-SWING",DROPBACK,Incomplete,Pass,,,SWING WK,0,UDM,40,EVEN,"QN, TAR",,4,44 DC,
4,-15,2 MIN,16,1,0,0,10,0&10,-20,Coming Out (-20 to -39),L,CONU,15,32,G0,1W ZIP,60 SOLID,"SILVA, MIAMI",QUICK,Complete,Pass,,,FLAT WK,6,MCGILL,40,OUT,RAT/QK,,4,HALO,
1,0,,3,1,0,0,10,0&10,-20,Coming Out (-20 to -39),R,CONU,15,32,G0,1S ZIP,60 SOLID,HOSS,QUICK,Complete,Pass,,,FLAT WK,8,UDM,40,BANDIT,,SMURF,5S,43,
2,10,,6,2,0,2,9,2&7+,-37,Coming Out (-20 to -39),R,CONU,15,32,GW,1W ZIPPER,60 SOLID,"CHOPPER R DRIVE X, W-CORNER",DROPBACK,Complete,Pass,,,CURL ST,4,SHER,NICKEL 40,STETSON JET,,SAW,5S,43,
4,-6,,10,1,0,0,10,0&10,-20,Coming Out (-20 to -39),R,CONU,15,32,G0,,,G TRAP ST OPT HOSS,RPO,,Run,"HOSS WK (EDGE, LEVERAGE)",,,7,SHER,NICKEL 30,EVEN,WK BANG,,4,44,
4,-6,,10,4,1,2,9,2&7+,-37,Coming Out (-20 to -39),L,CONU,15,23 XZ,GW,,60 SOLID,"OKLAHOMA, AUBURN",DROPBACK,Penalty,Pass,,,,0,SHER,NICKEL 30,OUT,QAN,,4,44 DC,
1,-9,,5,3,1,1,10,1&10,-23,Coming Out (-20 to -39),R,CONU,15,32,G0,2W BEND,PA 60,IZ WK READ NASCAR-FLAT,RPO,Complete,Pass,,,FLAT ST,-10,MCGILL,30,BANDIT,,JET,4,ROTATE,
2,-21,2 MIN,10,3,0,2,9,2&7+,-36,Coming Out (-20 to -39),L,CONU,15,32,G0,,60 SOLID,"Y DRIVE, SAIL",DROPBACK,Incomplete,Pass,,,CURL ST,0,MCGILL,30,BANDIT,,,3,YELLOW SWITCH,
4,-7,2 MIN,12,2,1,1,10,1&10,-21,Coming Out (-20 to -39),L,CONU,15,32,G0,,60 SOLID,"Z-VIRGINIA, PLUNGE",DROPBACK,Complete,Pass,,,FLAT WK,15,UDM,40,EVEN,,,4,44,
2,-18,,9,2,1,1,10,1&10,-20,Coming Out (-20 to -39),L,CONU,15,32,G0,,,IZ LOCK ST READ HOTEL,RPO,,Run,,,,5,MCGILL,40,IN,WK BANG,,4,DEUCES,
1,-7,,2,2,0,2,10,2&7+,-36,Coming Out (-20 to -39),R,CONU,15,32,GW,,60 SOLID,"R DRIVE YZ, SAIL",DROPBACK,Complete,Pass,,,FLAT WK,13,MCGILL,30,BANDIT,,SMURF,5S,ORANGE,
2,-17,,6,2,0,2,10,2&7+,-35,Coming Out (-20 to -39),R,CONU,15,23,GS,FREEZE,60 SOLID,"JONES, AUBURN",DROPBACK,"Sack, Fumble",Pass,,,,0,LVL,NICKEL 30,STETSON,,,4,MATCH,
2,-18,,7,2,0,2,10,2&7+,-35,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SLIDE STR,"Y DRIVE, SCISSOR",DROPBACK,Complete,Pass,,,SEAM WK,27,LVL,NICKEL 30,STETSON PINCH,,SAW,6,1,
3,-18,,14,1,0,0,10,0&10,55,Open Field (-40 to 40),L,CONU,15,32,G0,3S BOMBER,70 BOMBER SLIDE STR,HOTEL PUMP,DROPBACK,Complete,Pass,,,DEEP 1/3 ST,28,MCGILL,40,IN,ST BANG,,4,ROTATE,
4,5,,14,2,0,2,10,2&7+,-35,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SOLID,CHOPPER,DROPBACK,Sack,Pass,,,,-10,SHER,NICKEL 40,STETSON JET,,SAW,5S,43,
1,-3,OPENERS 1ST,1,2,0,2,10,2&7+,-35,Coming Out (-20 to -39),R,CONU,15,32,GW,,60 SOLID,"FLORIDA, HANK",DROPBACK,Penalty,Pass,,,FLAT WK,0,SHER,NICKEL 30,MIAMI JET,,,3,36 DC,
3,5,,12,2,0,2,1,2&2-,-12,Backed Up (-1 to -19),R,CONU,15,32,G0,,,IZ BEND WK,RUN,Rush,Run,,,,3,SHER,40,DEEP TRIO,,,5S,34,
3,7,,11,1,0,0,10,0&10,-9,Backed Up (-1 to -19),R,CONU,15,32,GW,,,DRAW G LEAD WK,SCREEN/DRAW,Rush,Run,,,,-4,SHER,40,DEEP TRIO,,SAW,5S,34,
2,-28,2 MIN,8,4,1,2,10,2&7+,-30,Coming Out (-20 to -39),R,CONU,15,41,GS,,60 SOLID,"Y-VIRGINIA, RACE",DROPBACK,Scramble,Pass,,,,9,LVL,NICKEL 30,STETSON,,,3,36 DC,
1,-7,,2,4,1,2,10,2&7+,-29,Coming Out (-20 to -39),R,CONU,15,32,GW,,60 SOLID,"Y DRIVE, APACHE",DROPBACK,Interception,Pass,,,HOOK WK,0,LVL,NICKEL 30,STETSON MUG,,MOB,6,0,
3,5,,12,1,0,0,10,0&10,-3,Backed Up (-1 to -19),R,CONU,15,32,GW,,60 SLIDE STR,IZ LOCK ST OPT ZOOM,RPO,Complete,Pass,HOTEL ST (#),,CURL WK,9,SHER,40,OUT,SMACK,JET WK,6,0,
4,-6,,11,4,1,2,10,2&7+,-25,Coming Out (-20 to -39),L,CONU,15,32,G0,FREEZE,60 SOLID,"AUBURN, CADBURY",DROPBACK,Complete,Pass,,,HOOK WK,10,UDM,40,EVEN,NAT,,4,44 DC,
2,-18,,9,4,1,2,10,2&7+,-20,Coming Out (-20 to -39),L,CONU,15,41,G0,,60 SOLID,SILVA,DROPBACK,Incomplete,Pass,,,SEAM WK,0,MCGILL,30,BANDIT,,,3,HALO FLY,
1,0,OPENERS 1ST,1,4,1,2,11,2&7+,-30,Coming Out (-20 to -39),R,CONU,15,32,G0,,,DRAW ST,SCREEN/DRAW,,Run,,,,-4,MCGILL,30,BANDIT,,,3,YELLOW SWITCH,
3,5,,12,3,1,1,10,1&10,-15,Backed Up (-1 to -19),R,CONU,15,32,G0,,PA 60,"AUBURN, JONES",PA POCKET,Complete,Pass,,,CURL WK,9,SHER,40,IN,,BEAMER,4,35 DC,
2,-14,,5,2,0,2,14,2&7+,-25,Coming Out (-20 to -39),R,CONU,15,32,G0,2W EDGE,,IZ ST,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,4,LVL,NICKEL 30,STETSON JET,"MAR, CHILI",,5M,34,
1,0,OPENERS 1ST,1,2,0,2,14,2&7+,-20,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SOLID,"AUBURN, CADBURY",DROPBACK,Complete,Pass,,,HOOK WK,7,UDM,40,EVEN,"RN, QT",,4,44 DC,
4,-7,2 MIN,12,4,2,2,15,2&7+,-31,Coming Out (-20 to -39),L,CONU,15,32,G0,,60 SOLID,"NASCAR, OKLAHOMA",DROPBACK,Complete,Pass,,,FLAT WK,7,UDM,40,EVEN,"RN, QT",,4,44,
4,-6,,11,7,2,2,15,2&7+,-30,Coming Out (-20 to -39),L,CONU,15,32,G0,,,DRAW,SCREEN/DRAW,Sack,Pass,,,,-5,UDM,40,STETSON,"CHILI, CHASE STR",,5M,43,
4,-2,,10,3,0,2,15,2&7+,-30,Coming Out (-20 to -39),R,CONU,15,32,GW,,,DRAW G LEAD WK,SCREEN/DRAW,Rush,Run,"FLORIDA (#, LEVERAGE)",ESSO (WILL),,15,UDM,40,EVEN,"RAT, QAN",,4,44,
1,0,OPENERS 1ST,1,3,1,2,15,2&7+,-27,Coming Out (-20 to -39),L,CONU,15,32 WIDE BUNCH ST,G0,2W LEAD,,IZ LOCK ST OPT SLANT,RPO,Rush,Run,SPACING ST (EDGE),,,7,LVL,NICKEL 30,STETSON MUG,,,4,44 SC,
3,7,,11,2,0,2,14,2&7+,-5,Backed Up (-1 to -19),R,CONU,15,32,GW,1W ZIPPER,60 SOLID,X MESH R,DROPBACK,Incomplete,Pass,,,FLAT WK,0,SHER,40,DEUCE,,,6,33,
4,5,,15,4,1,1,20,1&11+,-39,Coming Out (-20 to -39),R,CONU,15,32,G0,,,DRAW G LEAD ST,SCREEN/DRAW,Penalty,Run,,,,0,SHER,NICKEL 40,STRONG,,,4,44,
2,3,,6,3,0,2,16,2&7+,-23,Coming Out (-20 to -39),R,CONU,15,32,GW,T SCAT WK,50 SOLID,"HOSS, JONES",DROPBACK,Incomplete,Pass,,,FLAT WK,0,MCGILL,40,BANDIT,,,3,PIPES,
4,-7,2 MIN,12,5,2,3,8,3&7+,-38,Coming Out (-20 to -39),L,CONU,15,32,G0,,60 SOLID,"Z-VIRGINIA, APACHE",DROPBACK,Incomplete,Pass,,,FLAT WK,0,UDM,40,EVEN,NQ,,4,44 WC,
2,-21,,7,6,3,1,20,1&11+,-32,Coming Out (-20 to -39),L,CONU,15,32,GW,,60 SLIDE STR,"RACE R-HOTEL, AUBURN TRADE",DROPBACK,Incomplete,Pass,,,SEAM ST,0,LVL,40,STRONG,PIRATE,,4,MATCH,
2,-21,,7,7,3,2,20,2&7+,-32,Coming Out (-20 to -39),L,CONU,15,23,GS,,60 SOLID,CHOPPER,DROPBACK,Incomplete,Pass,,,SEAM WK,0,LVL,NICKEL 30,STETSON,QAN,,3,66,
2,-21,2 MIN,10,2,0,1,20,1&11+,-25,Coming Out (-20 to -39),L,CONU,15,32,G0,,,IZ LOCK ST OPT HOTEL,RPO,Complete,Pass,,,FLAT WK,11,MCGILL,30,BANDIT,,SMURF,5S,ORANGE,
4,-15,2 MIN,16,4,1,2,21,2&7+,-20,Coming Out (-20 to -39),R,CONU,15,32,G0,1W ZIP,60 SLIDE STR,"AUBURN, OKLAHOMA",DROPBACK,Incomplete,Pass,,,HOOK WK,0,MCGILL,30,BANDIT,,,3,HALO,
4,5,,15,5,1,1,30,1&11+,-29,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SLIDE STR,"FLORIDA, HANK",QUICK,Complete,Pass,,,FLAT ST,7,SHER,NICKEL 40,STETSON,,BEAMER,4,PREVENT,
4,5,,15,6,1,2,23,2&7+,-36,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SOLID,"AUBURN, CHOPPER",DROPBACK,Sack,Pass,,,,0,SHER,NICKEL 40,STETSON,,,3,PREVENT,
3,5,,12,4,1,2,1,2&2-,-24,Coming Out (-20 to -39),R,CONU,15,32,G0,2W BEND,,IZ BEND WK,RUN,Penalty,Run,,,,0,SHER,40,EAGLE,,ABLE,6,0,
2,-7,,3,8,4,1,5,1&9-,21,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,,60 SOLID,"AUBURN, CADBURY",DROPBACK,Incomplete,Pass,,,SWING WK,0,UDM,40,EVEN,WHACK,,5M,1,
3,7,OPENERS 1ST,9,2,0,2,2,2&2-,-37,Coming Out (-20 to -39),M,CONU,15,32,G0,2W BEND,PA 60,"IZ BEND WK PA NASCAR, MIAMI",DROPBACK,Incomplete,Pass,,,SEAM ST,0,SHER,40,EAGLE,,,5M,10,
4,5,,13,4,2,2,2,2&2-,33,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,3S BEND,PA 60,RACE,PA POCKET,"Complete, TD",Pass,,,SEAM ST,33,SHER,40,EAGLE,,,5M,10,
4,-2,,10,6,2,2,4,2&3-6,39,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,,PA 60,RACE R-HOTEL,DROPBACK,Incomplete,Pass,,,DEEP 1/3 WK,0,UDM,40,TRIO,DBL CHASE ACROSS,,5M,10,
1,-7,,3,6,3,3,1,3&2-,28,Field Goal Fringe (39 to 21),L,CONU,33 JUMBO,32 DT DW +SING,0,T EDGE WK,,WEDGE WK,RUN,Rush,Run,,,,2,UDM,40,GAPS,,,6,0,
2,-7,,3,9,4,2,5,2&3-6,21,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,2W LEAD,,IZ LOCK ST BLAST OPT SEATTLE,RPO,Rush,Run,HOTEL ST (# & LEVERAGE),,,1,UDM,40,EVEN,"RN, QT",,4,44 DC,
3,-13,,8,1,0,0,10,0&10,-35,Coming Out (-20 to -39),L,CONU,24 SPEED,31,GSPLIT,,60 SOLID,T SWING ST DOUBLE PASS,SPECIAL,Complete,Pass,,,SWING ST,0,SHER,NICKEL 30,EVEN,,,4,35 WC,
3,-10,,7,1,0,0,10,0&10,-31,Coming Out (-20 to -39),L,CONU,24 SPEED,31,GSPLIT,,PA 70,IZ BEND ST OPT SEATTLE,RPO,Incomplete,Pass,BUBBLE SCREEN ST (#),,CURL WK,0,SHER,NICKEL 30,OUT,TAM,,5M,10,
1,-4,,4,2,0,2,7,2&7+,32,Field Goal Fringe (39 to 21),R,CONU,15,32,GW,,60 SOLID,"FLORIDA TRADE, HOSS",QUICK,Complete,Pass,,,CURL ST,5,MCGILL,40,GAP SWITCH,,,,TUFF,
2,-19,,5,6,3,2,7,2&7+,38,Field Goal Fringe (39 to 21),R,CONU,15,32,GW,,60 SOLID,"AUBURN, APACHE",DROPBACK,Complete,Pass,,,SWING WK,4,LVL,NICKEL 30,STETSON PINCH,,,5M,10,
4,-6,,11,4,1,2,8,2&7+,24,Field Goal Fringe (39 to 21),M,CONU,15,23,GS,"FREEZE , 1W ZIPPER",60 SOLID,"FLORIDA TRADE, TWIX",DROPBACK,Complete,Pass,,,HOOK WK,22,SHER,NICKEL 30,OUT,"RAT, QAN",,4,44 DC,
1,-7,,3,5,3,2,8,2&7+,35,Field Goal Fringe (39 to 21),M,CONU,15,32 WX,G0,1W ZIP,60 SOLID,"AUBURN, RACE",DROPBACK,Complete,Pass,,,CURL WK,7,UDM,40,IN,"TAR, NQ",,4,44 DC,
2,-6,2 MIN,7,5,3,1,10,1&10,21,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,1W ZIPPER,60 SOLID,"NASCAR, MIAMI",QUICK,Complete,Pass,,,FLAT WK,6,UDM,40,STETSON,,SAW,5S,43,
2,-18,,7,4,2,1,10,1&10,21,Field Goal Fringe (39 to 21),R,CONU,15,41 WIDE BUNCH ST,G0,,60 SOLID,"FLORIDA TRUCK, SEATTLE PUMP",DROPBACK,Penalty,Pass,,,DEEP 1/3 WK,15,LVL,30,BANDIT,,MOB,5M,10,
1,0,,4,2,1,1,10,1&10,21,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,,60 SOLID,"FLORIDA TRADE, JONES",DROPBACK,Incomplete,Pass,,,SEAM WK,0,SHER,NICKEL 40,STETSON,,SAM TACO,5M,10,
4,-2,,12,4,2,1,10,1&10,23,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,,PA 60,"CHOPPER, JONES",PA POCKET,Incomplete,Pass,,,FLAT WK,0,UDM,40,EVEN,,MOW,6,10,
4,-6,,11,2,1,1,10,1&10,26,Field Goal Fringe (39 to 21),L,CONU,15,32,GS,,50 SWING STR,T SWING ST,PERIMETER SCREEN,Complete,Pass,HITCH SCREEN WK (#),,SWING ST,7,SHER,NICKEL 30,TRIO JET,,SAW,5S,34 TOUGH ST,
3,7,OPENERS 2ND,9,1,0,0,10,0&10,-29,Coming Out (-20 to -39),R,CONU,15,32,G0,,,IZ LOCK ST OPT APACHE,RPO,Rush,Run,BUBBLE SCREEN ST (#),,,8,SHER,40,DEEP EAGLE,,,3,35 DC,
3,-10,OPENERS 2ND,6,1,0,0,10,0&10,-27,Coming Out (-20 to -39),L,CONU,15,41,G0,,PA 60,IZ LOCK ST PA SWING SCREEN PUMP,PA POCKET,Incomplete,Pass,,,SEAM WK,0,SHER,NICKEL 30,WEAK,,,4,35 DC,
1,-7,,3,3,1,1,10,1&10,28,Field Goal Fringe (39 to 21),L,CONU,15,41 3S FLEX,G0,,60 SOLID,"HOSS, RACE",DROPBACK,Incomplete,Pass,,,POST,0,MCGILL,40,GAP SWITCH,,,4,ROCKSTAR,CHECK: BUZZER
1,-10,,3,8,3,1,10,1&10,30,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,3S BEND,PA 60,IZ BEND ST READ FLAT SCREEN,RPO,"Sack, Fumble",Pass,,,,19,MCGILL,30,BANDIT,,,3,TOONIE,
2,-6,2 MIN,7,4,2,1,10,1&10,31,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,1W ZIPPER,60 SOLID,"Z-VIRGINIA, AUBURN TWEAK",DROPBACK,Sack,Pass,,,,-9,UDM,40,TRIO,WHIP,,5M,1,
2,-21,2 MIN,11,3,1,1,10,1&10,32,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,,60 SOLID,CHOPPER,DROPBACK,Sack,Pass,,,,-5,MCGILL,30,BANDIT,,,3,TEFFLON FLY,
1,-3,,3,1,0,0,10,0&10,21,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,,,IZ ST READ JONES,RPO,Rush,Run,,,,5,SHER,40,DEEP EAGLE,,,3,36 DC,
2,3,,7,4,2,1,10,1&10,32,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,,PA 60,"AUBURN SWITCH, JONES",PA POCKET,Sack,Pass,,,,-6,SHER,40,DEEP TRIO,CHASE WK,JET,5S,34,
1,-7,,3,4,1,2,10,2&7+,28,Field Goal Fringe (39 to 21),L,CONU,15,32,GW,,60 SOLID,"HOSS, RACE W-VIRGINIA",DROPBACK,Penalty,Pass,,,DEEP 1/3 WK,15,MCGILL,40,WILLY,,WILLY,5M,WILLY,
2,-19,,5,9,4,2,10,2&7+,31,Field Goal Fringe (39 to 21),R,CONU,15,32,GW,,60 SOLID,"AUBURN, JONES",DROPBACK,Complete,Pass,,,CURL WK,16,LVL,NICKEL 30,STETSON MUG,,SMOKE,5S,10,
